year	DOY	hour	Temperature	RH	totalPPFD	diffusePPFD	
2015	275	8	28.22 	78.2	602	301
2015	275	9	28.61 	77.9	597	298.5
2015	275	10	31.00 	62.3	961	480.5
2015	275	11	31.28 	60.8	1052	526
2015	275	12	31.72 	59.6	1088	544
2015	275	13	32.00 	63.8	964	482
2015	275	14	30.39 	67.5	738	369
2015	275	15	28.89 	73.1	181	90.5
2015	275	16	28.39 	71.7	296	148
2015	275	17	27.39 	74.2	93	46.5
2015	275	18	26.28 	79.9	0	0
2015	275	19	25.78 	83	0	0
2015	275	20	25.78 	84.2	0	0
2015	275	21	26.11 	86.9	0	0
2015	275	22	26.22 	86.5	0	0
2015	275	23	25.22 	95.5	0	0
2015	276	0	25.11 	99.8	0	0
2015	276	1	24.89 	100	0	0
2015	276	2	25.00 	100	0	0
2015	276	3	24.89 	100	0	0
2015	276	4	25.28 	100	0	0
2015	276	5	25.39 	100	0	0
2015	276	6	25.61 	100	30	15
2015	276	7	25.78 	100	82	82
2015	276	8	25.78 	100	27	27
2015	276	9	25.22 	100	29	29
2015	276	10	25.11 	100	275	275
2015	276	11	25.89 	97.3	523	261.5
2015	276	12	28.22 	85.7	1016	508
2015	276	13	28.89 	81.2	956	478
2015	276	14	29.11 	78.7	565	282.5
2015	276	15	28.72 	78.7	343	171.5
2015	276	16	28.11 	75.9	216	108
2015	276	17	27.50 	74.9	159	79.5
2015	276	18	25.78 	79.1	0	0
2015	276	19	24.72 	86.4	0	0
2015	276	20	24.78 	88.1	0	0
2015	276	21	25.22 	88.8	0	0
2015	276	22	24.72 	86	0	0
2015	276	23	23.89 	85.4	0	0
2015	277	0	23.39 	86.4	0	0
2015	277	1	23.28 	87.8	0	0
2015	277	2	23.22 	91.4	0	0
2015	277	3	23.11 	92.8	0	0
2015	277	4	23.11 	92.9	0	0
2015	277	5	22.89 	93.7	0	0
2015	277	6	23.28 	91.4	99	49.5
2015	277	7	24.28 	86.1	460	230
2015	277	8	26.00 	80.8	1025	512.5
2015	277	9	26.61 	75.6	576	288
2015	277	10	28.61 	68.2	1024	512
2015	277	11	29.22 	63.9	810	405
2015	277	12	29.89 	60	1315	657.5
2015	277	13	30.22 	59.6	881	440.5
2015	277	14	29.89 	59.9	1304	652
2015	277	15	30.22 	57.9	677	338.5
2015	277	16	29.22 	62.6	518	259
2015	277	17	27.61 	70.4	58	29
2015	277	18	24.78 	79.6	0	0
2015	277	19	24.11 	83.7	0	0
2015	277	20	23.72 	88.5	0	0
2015	277	21	23.39 	92.2	0	0
2015	277	22	23.00 	95.6	0	0
2015	277	23	23.11 	95.4	0	0
2015	278	0	22.89 	95.7	0	0
2015	278	1	22.61 	97	0	0
2015	278	2	22.11 	97.8	0	0
2015	278	3	21.89 	98.7	0	0
2015	278	4	22.00 	99.2	0	0
2015	278	5	22.22 	99	0	0
2015	278	6	23.00 	98.7	196	98
2015	278	7	25.72 	83.8	567	283.5
2015	278	8	27.28 	75.8	572	286
2015	278	9	27.89 	72	900	450
2015	278	10	28.28 	65.5	1073	536.5
2015	278	11	29.61 	59.9	663	331.5
2015	278	12	29.89 	57.2	1794	897
2015	278	13	30.89 	52.9	1186	593
2015	278	14	30.89 	48.1	1435	717.5
2015	278	15	30.72 	50.3	909	454.5
2015	278	16	26.72 	66.9	126	63
2015	278	17	25.72 	71.3	42	21
2015	278	18	24.72 	77.5	0	0
2015	278	19	24.11 	76.6	0	0
2015	278	20	23.28 	82.4	0	0
2015	278	21	22.89 	85.8	0	0
2015	278	22	21.89 	89.7	0	0
2015	278	23	21.61 	94.7	0	0
2015	279	0	21.11 	97	0	0
2015	279	1	20.89 	98.6	0	0
2015	279	2	20.78 	99.1	0	0
2015	279	3	20.61 	99.5	0	0
2015	279	4	20.78 	99.6	0	0
2015	279	5	21.28 	99.9	0	0
2015	279	6	22.50 	100	177	88.5
2015	279	7	26.28 	84.7	561	280.5
2015	279	8	27.11 	68.5	1057	528.5
2015	279	9	28.89 	61.7	936	468
2015	279	10	29.50 	56.3	1208	604
2015	279	11	28.61 	57.5	523	261.5
2015	279	12	29.28 	51.3	1156	578
2015	279	13	30.39 	44.4	1464	732
2015	279	14	31.22 	45.8	1001	500.5
2015	279	15	28.78 	49.2	343	171.5
2015	279	16	28.72 	58	331	165.5
2015	279	17	26.78 	67.8	106	53
2015	279	18	25.28 	75.5	0	0
2015	279	19	24.39 	77.1	0	0
2015	279	20	23.72 	80.6	0	0
2015	279	21	22.72 	83.6	0	0
2015	279	22	22.39 	86.1	0	0
2015	279	23	22.72 	86.1	0	0
2015	280	0	23.00 	84.4	0	0
2015	280	1	21.61 	87.3	0	0
2015	280	2	20.61 	95	0	0
2015	280	3	19.72 	97.1	0	0
2015	280	4	19.39 	97.9	0	0
2015	280	5	19.61 	98.8	0	0
2015	280	6	21.28 	99.5	213	106.5
2015	280	7	26.50 	69.6	569	284.5
2015	280	8	26.00 	59.3	346	173
2015	280	9	27.78 	51.7	924	462
2015	280	10	27.89 	51.8	923	461.5
2015	280	11	28.78 	48.7	583	291.5
2015	280	12	30.61 	42.3	1234	617
2015	280	13	28.72 	51.3	1234	617
2015	280	14	31.00 	40.5	1175	587.5
2015	280	15	28.61 	47.3	790	395
2015	280	16	27.50 	45.8	304	152
2015	280	17	26.22 	51.2	120	60
2015	280	18	24.28 	72.8	0	0
2015	280	19	22.72 	82.1	0	0
2015	280	20	21.22 	89.3	0	0
2015	280	21	20.39 	87.8	0	0
2015	280	22	20.11 	92.3	0	0
2015	280	23	19.11 	94.2	0	0
2015	281	0	18.28 	96.7	0	0
2015	281	1	18.11 	97.4	0	0
2015	281	2	17.61 	98	0	0
2015	281	3	17.22 	98.9	0	0
2015	281	4	17.00 	99.5	0	0
2015	281	5	16.78 	99.5	0	0
2015	281	6	19.39 	99.7	221	110.5
2015	281	7	25.39 	74.6	613	306.5
2015	281	8	27.22 	58.3	1066	533
2015	281	9	27.78 	55.8	556	278
2015	281	10	28.39 	49.8	998	499
2015	281	11	27.72 	49.5	517	258.5
2015	281	12	28.78 	47.4	731	365.5
2015	281	13	30.28 	46.3	1249	624.5
2015	281	14	30.61 	44.3	1016	508
2015	281	15	29.22 	48	817	408.5
2015	281	16	28.89 	49.2	467	233.5
2015	281	17	26.61 	58.4	126	63
2015	281	18	24.11 	70.1	0	0
2015	281	19	22.39 	79.6	0	0
2015	281	20	21.89 	84.8	0	0
2015	281	21	21.61 	83.4	0	0
2015	281	22	21.00 	86.6	0	0
2015	281	23	20.39 	88	0	0
2015	282	0	19.50 	93.8	0	0
2015	282	1	19.11 	95.2	0	0
2015	282	2	18.72 	97	0	0
2015	282	3	18.50 	97.7	0	0
2015	282	4	18.22 	98.6	0	0
2015	282	5	18.11 	99.4	0	0
2015	282	6	20.39 	99.5	158	79
2015	282	7	25.22 	76.1	469	234.5
2015	282	8	27.72 	62.8	865	432.5
2015	282	9	27.72 	56.9	1266	633
2015	282	10	27.39 	60.8	1469	734.5
2015	282	11	29.89 	53.1	717	358.5
2015	282	12	29.11 	50.2	57	57
2015	282	13	25.11 	70.7	0	0
2015	282	14	29.22 	49.2	1221	610.5
2015	282	15	29.28 	44.8	917	458.5
2015	282	16	28.11 	50.3	473	236.5
2015	282	17	26.89 	55.9	104	52
2015	282	18	25.00 	69.2	0	0
2015	282	19	24.61 	76.5	0	0
2015	282	20	23.89 	80.9	0	0
2015	282	21	23.89 	81.2	0	0
2015	282	22	23.78 	79.6	0	0
2015	282	23	23.11 	82.5	0	0
2015	283	0	23.61 	80.8	0	0
2015	283	1	23.11 	84.7	0	0
2015	283	2	22.89 	87.8	0	0
2015	283	3	22.72 	89.1	0	0
2015	283	4	22.61 	86.9	0	0
2015	283	5	22.39 	84.2	0	0
2015	283	6	22.22 	86.2	27	13.5
2015	283	7	23.11 	85.8	93	46.5
2015	283	8	23.50 	84.8	169	84.5
2015	283	9	21.89 	86.9	88	44
2015	283	10	21.61 	95.9	427	213.5
2015	283	11	22.22 	91.5	224	112
2015	283	12	23.72 	81.8	847	423.5
2015	283	13	23.50 	74.8	421	210.5
2015	283	14	22.72 	76.1	276	138
2015	283	15	22.72 	69.7	232	116
2015	283	16	22.61 	71.6	147	73.5
2015	283	17	21.89 	68.1	69	34.5
2015	283	18	20.78 	74.7	0	0
2015	283	19	19.78 	81.9	0	0
2015	283	20	19.00 	86.4	0	0
2015	283	21	17.89 	93.3	0	0
2015	283	22	17.22 	95.4	0	0
2015	283	23	17.11 	97.6	0	0
2015	284	0	16.61 	98.4	0	0
2015	284	1	16.72 	99.5	0	0
2015	284	2	16.39 	99.5	0	0
2015	284	3	16.28 	99.5	0	0
2015	284	4	16.72 	96.1	0	0
2015	284	5	16.11 	97.7	0	0
2015	284	6	17.28 	98.9	123	61.5
2015	284	7	20.89 	83.3	491	245.5
2015	284	8	22.00 	66.6	972	486
2015	284	9	24.11 	48.1	764	382
2015	284	10	25.22 	44.7	524	262
2015	284	11	25.89 	40.3	1832	916
2015	284	12	26.61 	39.4	1838	919
2015	284	13	27.22 	37.6	1687	843.5
2015	284	14	26.00 	41	906	453
2015	284	15	25.61 	41.3	524	262
2015	284	16	24.11 	46.5	213	106.5
2015	284	17	22.89 	49.3	46	23
2015	284	18	22.00 	59.6	0	0
2015	284	19	21.28 	66.3	0	0
2015	284	20	20.61 	73.1	0	0
2015	284	21	20.39 	74.1	0	0
2015	284	22	20.39 	73.9	0	0
2015	284	23	19.28 	81.6	0	0
2015	285	0	18.89 	86.8	0	0
2015	285	1	18.72 	87.8	0	0
2015	285	2	17.61 	92.5	0	0
2015	285	3	17.22 	96	0	0
2015	285	4	17.39 	97.1	0	0
2015	285	5	18.50 	94.9	0	0
2015	285	6	18.39 	93.9	92	46
2015	285	7	20.89 	85.9	274	137
2015	285	8	23.22 	70.1	586	293
2015	285	9	23.78 	68	424	212
2015	285	10	25.28 	64	533	266.5
2015	285	11	25.89 	61.5	790	395
2015	285	12	25.61 	62.8	398	199
2015	285	13	25.72 	62.6	481	240.5
2015	285	14	25.11 	66.4	270	135
2015	285	15	25.89 	62.4	629	314.5
2015	285	16	24.89 	65.8	189	94.5
2015	285	17	23.72 	71.1	38	19
2015	285	18	22.72 	76.3	0	0
2015	285	19	22.39 	77.4	0	0
2015	285	20	21.11 	91	0	0
2015	285	21	20.61 	96.1	0	0
2015	285	22	20.61 	97.5	0	0
2015	285	23	20.61 	98.4	0	0
2015	286	0	20.61 	98.8	0	0
2015	286	1	20.50 	99.3	0	0
2015	286	2	20.39 	99.5	0	0
2015	286	3	20.39 	99.5	0	0
2015	286	4	19.28 	99.5	0	0
2015	286	5	19.28 	99.5	0	0
2015	286	6	19.00 	99.7	19	19
2015	286	7	19.72 	99.8	111	55.5
2015	286	8	20.11 	99.5	196	98
2015	286	9	20.50 	95.6	350	175
2015	286	10	20.78 	93.4	411	411
2015	286	11	20.72 	93.9	409	204.5
2015	286	12	20.72 	94.7	322	322
2015	286	13	21.78 	93.3	369	184.5
2015	286	14	21.72 	89.9	205	102.5
2015	286	15	20.11 	93.7	65	32.5
2015	286	16	19.78 	96.3	81	40.5
2015	286	17	20.11 	96.7	27	13.5
2015	286	18	20.11 	97.1	0	0
2015	286	19	20.00 	98.4	0	0
2015	286	20	19.61 	98.5	0	0
2015	286	21	19.72 	98.6	0	0
2015	286	22	19.72 	99	0	0
2015	286	23	19.72 	99.1	0	0
